,Title,Author,Published,Link
254,Machine learning empowered COVID-19 patient monitoring using non-contact sensing: An extensive review,"Saeed, U.",Apr 2022,https://pureportal.coventry.ac.uk/en/publications/machine-learning-empowered-covid-19-patient-monitoring-using-non-
255,IoT Based Fall Detection System for Elderly Healthcare,"Shah, S. A.",25 Feb 2022,https://pureportal.coventry.ac.uk/en/publications/iot-based-fall-detection-system-for-elderly-healthcare
256,Intelligent Reflecting Surface Based Non-LOS Human Activity Recognition for Next Generation 6G-Enabled Healthcare System,"Shah, S. A.",Sept 2022,https://pureportal.coventry.ac.uk/en/publications/intelligent-reflecting-surface-based-non-los-human-activity-recog
257,Explainable Malware Detection System Using Transformers-Based Transfer Learning and Multi-Model Visual Representation,"Shah, S. A.",7 Sept 2022,https://pureportal.coventry.ac.uk/en/publications/explainable-malware-detection-system-using-transformers-based-tra
258,DRaNN_PSO: A deep random neural network with particle swarm optimization for intrusion detection in the industrial internet of things,"Shah, S. A.",Nov 2022,https://pureportal.coventry.ac.uk/en/publications/drannpso-a-deep-random-neural-network-with-particle-swarm-optimiz
259,Development of an Intelligent Real-time Multi-Person Respiratory Illnesses Sensing System using SDR Technology,"Shah, S. A.",10 Aug 2022,https://pureportal.coventry.ac.uk/en/publications/development-of-an-intelligent-real-time-multi-person-respiratory-
260,Design and Evaluation of a Button Sensor Antenna for On-Body Monitoring Activity in Healthcare Applications,"Shah, S. A.",20 Mar 2022,https://pureportal.coventry.ac.uk/en/publications/design-and-evaluation-of-a-button-sensor-antenna-for-on-body-moni
261,DBGC: Dimension-Based Generic Convolution Block for Object Recognition,"Shah, S. A.",24 Feb 2022,https://pureportal.coventry.ac.uk/en/publications/dbgc-dimension-based-generic-convolution-block-for-object-recogni
262,Data portability for activities of daily living and fall detection in different environments using radar micro-doppler,"Shah, S. A.",May 2022,https://pureportal.coventry.ac.uk/en/publications/data-portability-for-activities-of-daily-living-and-fall-detectio
263,Automated Grading of Diabetic Macular Edema Using Color Retinal Photographs,"Shah, S. A.",May 2022,https://pureportal.coventry.ac.uk/en/publications/automated-grading-of-diabetic-macular-edema-using-color-retinal-p
264,AI-Driven Lightweight Real-Time SDR Sensing System for Anomalous Respiration Identification using Ensemble Learning,"Shah, S. A.",Dec 2022,https://pureportal.coventry.ac.uk/en/publications/ai-driven-lightweight-real-time-sdr-sensing-system-for-anomalous-
265,Enhancing System Performance through Objective Feature Scoring of Multiple Persons’ Breathing Using Non-Contact RF Approach,"Shah, S. A.",Feb 2023,https://pureportal.coventry.ac.uk/en/publications/enhancing-system-performance-through-objective-feature-scoring-of
266,"Contactless WiFi Sensing and Monitoring for Future Healthcare: Emerging Trends, Challenges and Opportunities","Shah, S. A.",2023,https://pureportal.coventry.ac.uk/en/publications/contactless-wifi-sensing-and-monitoring-for-future-healthcare-eme
267,Preliminary Study on the Efficient Electrohysterogram Segments for Recognizing Uterine Contractions with Convolutional Neural Networks,"Liu, H.",13 Oct 2019,https://pureportal.coventry.ac.uk/en/publications/preliminary-study-on-the-efficient-electrohysterogram-segments-fo
268,Hemodynamics and stroke risk in intracranial atherosclerotic disease,,May 2019,https://pureportal.coventry.ac.uk/en/publications/hemodynamics-and-stroke-risk-in-intracranial-atherosclerotic-dise
269,Fabrication and Evaluation of a Novel Non-Invasive Stretchable and Wearable Respiratory Rate Sensor Based on Silver Nanoparticles Using Inkjet Printing Technology,"Liu, H.",18 Sept 2019,https://pureportal.coventry.ac.uk/en/publications/fabrication-and-evaluation-of-a-novel-non-invasive-stretchable-an
270,Sustaining cerebral perfusion in intracranial atherosclerotic stenosis: The roles of antegrade residual flow and leptomeningeal collateral flow,"Liu, H.",1 Jan 2020,https://pureportal.coventry.ac.uk/en/publications/sustaining-cerebral-perfusion-in-intracranial-atherosclerotic-ste
271,State-of-the-Art Computational Models of Circle of Willis With Physiological Applications: A Review,"Liu, H.",7 Jul 2020,https://pureportal.coventry.ac.uk/en/publications/state-of-the-art-computational-models-of-circle-of-willis-with-ph
272,Significance of considering respiratory movement in estimating sleep stage,"Liu, H.",18 Mar 2020,https://pureportal.coventry.ac.uk/en/publications/significance-of-considering-respiratory-movement-in-estimating-sl
273,Regional High Wall Shear Stress Associated With Stenosis Regression in Symptomatic Intracranial Atherosclerotic Disease,"Liu, H.",1 Oct 2020,https://pureportal.coventry.ac.uk/en/publications/regional-high-wall-shear-stress-associated-with-stenosis-regressi
274,Microaneurysms detection in color fundus images using machine learning based on directional local contrast,"Liu, H.",15 Apr 2020,https://pureportal.coventry.ac.uk/en/publications/microaneurysms-detection-in-color-fundus-images-using-machine-lea
275,Influences of Sensor Placement Site and Subject Posture on Measurement of Respiratory Frequency Using Triaxial Accelerometers,"Liu, H.",9 Jul 2020,https://pureportal.coventry.ac.uk/en/publications/influences-of-sensor-placement-site-and-subject-posture-on-measur
276,Effect of microcirculatory resistance on coronary blood flow and instantaneous wave-free ratio: A computational study,"Liu, H.",1 Nov 2020,https://pureportal.coventry.ac.uk/en/publications/effect-of-microcirculatory-resistance-on-coronary-blood-flow-and-
277,Dataset on Blood Flow and Instantaneous Wave-free Ratio in Normal and Stenosed Coronary Arteries,"Liu, H.",Oct 2020,https://pureportal.coventry.ac.uk/en/publications/dataset-on-blood-flow-and-instantaneous-wave-free-ratio-in-normal
278,Cuffless Blood Pressure Estimation Using Single Channel Photoplethysmography: A Two-Step Method,"Liu, H.",2020,https://pureportal.coventry.ac.uk/en/publications/cuffless-blood-pressure-estimation-using-single-channel-photoplet
279,Comparison of different modulations of photoplethysmography in extracting respiratory rate: from a physiological perspective,"Liu, H.",1 Oct 2020,https://pureportal.coventry.ac.uk/en/publications/comparison-of-different-modulations-of-photoplethysmography-in-ex
280,Clinical evaluation of stretchable and wearable inkjet-printed strain gauge sensor for respiratory rate monitoring at different body postures,"Liu, H.",9 Jan 2020,https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-stretchable-and-wearable-inkjet-printed-st-2
281,"Response by Lan et al to Letter Regarding Article, “Regional High Wall Shear Stress Associated With Stenosis Regression in Symptomatic Intracranial Atherosclerotic Disease”","Liu, H.",25 Jan 2021,https://pureportal.coventry.ac.uk/en/publications/response-by-lan-et-al-to-letter-regarding-article-regional-high-w
282,Filtering-induced time shifts in photoplethysmography pulse features measured at different body sites: the importance of filter definition and standardization,"Liu, H.",28 Jul 2021,https://pureportal.coventry.ac.uk/en/publications/filtering-induced-time-shifts-in-photoplethysmography-pulse-featu
283,Extraction of Coronary Atherosclerotic Plaques From Computed Tomography Imaging: A Review of Recent Methods,"Liu, H.",10 Feb 2021,https://pureportal.coventry.ac.uk/en/publications/extraction-of-coronary-atherosclerotic-plaques-from-computed-tomo
284,Deep learning based photoplethysmography classification for peripheral arterial disease detection: a proof-of-concept study,"Allen, J.",17 Jun 2021,https://pureportal.coventry.ac.uk/en/publications/deep-learning-based-photoplethysmography-classification-for-perip
285,"Corrigendum: Comparison of Newtonian and Non-newtonian Fluid Models in Blood Flow Simulation in Patients With Intracranial Arterial Stenosis (Front. Physiol., (2021), 12, (718540), 10.3389/fphys.2021.718540)","Liu, H.",19 Oct 2021,https://pureportal.coventry.ac.uk/en/publications/corrigendum-comparison-of-newtonian-and-non-newtonian-fluid-model
286,Consistency in Geometry Among Coronary Atherosclerotic Plaques Extracted From Computed Tomography Angiography,"Liu, H.",12 Oct 2021,https://pureportal.coventry.ac.uk/en/publications/consistency-in-geometry-among-coronary-atherosclerotic-plaques-ex
287,Comparison of Newtonian and Non-newtonian Fluid Models in Blood Flow Simulation in Patients With Intracranial Arterial Stenosis,"Liu, H.",6 Sept 2021,https://pureportal.coventry.ac.uk/en/publications/comparison-of-newtonian-and-non-newtonian-fluid-models-in-blood-f
288,Clinical evaluation of stretchable and wearable inkjet-printed strain gauge sensor for respiratory rate monitoring at different measurements locations,"Liu, H.",May 2021,https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-stretchable-and-wearable-inkjet-printed-st
289,Clinical Evaluation of Respiratory Rate Measurements on COPD (Male) Patients Using Wearable Inkjet-Printed Sensor,"Liu, H.",11 Jan 2021,https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-respiratory-rate-measurements-on-copd-male
290,基于社区移动医疗的心律失常筛查方案真实世界研究,"Liu, H.",27 Sept 2022,https://pureportal.coventry.ac.uk/en/publications/%E5%9F%BA%E4%BA%8E%E7%A4%BE%E5%8C%BA%E7%A7%BB%E5%8A%A8%E5%8C%BB%E7%96%97%E7%9A%84%E5%BF%83%E5%BE%8B%E5%A4%B1%E5%B8%B8%E7%AD%9B%E6%9F%A5%E6%96%B9%E6%A1%88%E7%9C%9F%E5%AE%9E%E4%B8%96%E7%95%8C%E7%A0%94%E7%A9%B6
291,Validation of Computational Simulation for Tumor-treating Fields with Homogeneous Phantom,"Liu, H.",8 Sept 2022,https://pureportal.coventry.ac.uk/en/publications/validation-of-computational-simulation-for-tumor-treating-fields-
292,Uterus Modeling from Cell to Organ Level: towards Better Understanding of Physiological Basis of Uterine Activity,"Xu, Y.",2022,https://pureportal.coventry.ac.uk/en/publications/uterus-modeling-from-cell-to-organ-level-towards-better-understan
293,Reliable Detection of Myocardial Ischemia Using Machine Learning Based on Temporal-Spatial Characteristics of Electrocardiogram and Vectorcardiogram,"Liu, H.",30 May 2022,https://pureportal.coventry.ac.uk/en/publications/reliable-detection-of-myocardial-ischemia-using-machine-learning-
294,Potential risk factors of persistent postural-perceptual dizziness: a pilot study,"Liu, H.",Jun 2022,https://pureportal.coventry.ac.uk/en/publications/potential-risk-factors-of-persistent-postural-perceptual-dizzines
295,Photoplethysmography temporal marker-based machine learning classifier for anesthesia drug detection,"Liu, H.",Nov 2022,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-temporal-marker-based-machine-learning-class
296,Neural Entrainment to Rhythms of Imagined Syllables,"Liu, H.",8 Sept 2022,https://pureportal.coventry.ac.uk/en/publications/neural-entrainment-to-rhythms-of-imagined-syllables
297,Multiple Participants’ Discrete Activity Recognition in a Well-Controlled Environment Using Universal Software Radio Peripheral Wireless Sensing,"Saeed, U.",21 Jan 2022,https://pureportal.coventry.ac.uk/en/publications/multiple-participants-discrete-activity-recognition-in-a-well-con
298,Index of microcirculatory resistance: state-of-the-art and potential applications in computational simulation of coronary artery disease,"Liu, H.",28 Feb 2022,https://pureportal.coventry.ac.uk/en/publications/index-of-microcirculatory-resistance-state-of-the-art-and-potenti
299,Fine-Grained Assessment of COVID-19 Severity Based on Clinico-Radiological Data Using Machine Learning,"Liu, H.",26 Aug 2022,https://pureportal.coventry.ac.uk/en/publications/fine-grained-assessment-of-covid-19-severity-based-on-clinico-rad
300,Effects of stent shape on focal hemodynamics in intracranial atherosclerotic stenosis: A simulation study with computational fluid dynamics modeling,"Liu, H.",13 Dec 2022,https://pureportal.coventry.ac.uk/en/publications/effects-of-stent-shape-on-focal-hemodynamics-in-intracranial-athe
301,Effect of microcirculatory dysfunction on coronary hemodynamics: A pilot study based on computational fluid dynamics simulation,"Liu, H.",Jul 2022,https://pureportal.coventry.ac.uk/en/publications/effect-of-microcirculatory-dysfunction-on-coronary-hemodynamics-a
302,Changes of oscillogram envelope maximum with blood pressure and aging: a quantitative observation,"Liu, H.",1 Dec 2022,https://pureportal.coventry.ac.uk/en/publications/changes-of-oscillogram-envelope-maximum-with-blood-pressure-and-a
303,Case Report: New Application of a Gufoni Maneuver Variation for Apogeotropic Lateral Semicircular Canal Benign Paroxysmal Positional Vertigo,"Liu, H.",10 Jun 2022,https://pureportal.coventry.ac.uk/en/publications/case-report-new-application-of-a-gufoni-maneuver-variation-for-ap
304,A Wearable Swallowing Recognition System Based on Motion and Dual Photoplethysmography Sensing of Laryngeal Movements,"Liu, H.",8 Sept 2022,https://pureportal.coventry.ac.uk/en/publications/a-wearable-swallowing-recognition-system-based-on-motion-and-dual
305,A preliminary observation on rod cell photobiomodulation in treating diabetic macular edema,"Liu, H.",26 Apr 2022,https://pureportal.coventry.ac.uk/en/publications/a-preliminary-observation-on-rod-cell-photobiomodulation-in-treat
306,Risk stratification in symptomatic intracranial atherosclerotic disease with conventional vascular risk factors and cerebral haemodynamics,"Liu, H.",Feb 2023,https://pureportal.coventry.ac.uk/en/publications/risk-stratification-in-symptomatic-intracranial-atherosclerotic-d
307,Real-Time Evaluation of Time-Domain Pulse Rate Variability Parameters in Different Postures and Breathing Patterns Using Wireless Photoplethysmography Sensor: Towards Remote Healthcare in Low-Resource Communities,"Liu, H.",24 Apr 2023,https://pureportal.coventry.ac.uk/en/publications/real-time-evaluation-of-time-domain-pulse-rate-variability-parame
308,Predictive Value of CT Perfusion in Hemorrhagic Transformation after Acute Ischemic Stroke: A Systematic Review and Meta-Analysis,"Liu, H.",16 Jan 2023,https://pureportal.coventry.ac.uk/en/publications/predictive-value-of-ct-perfusion-in-hemorrhagic-transformation-af
309,Leadless pacemaker implantation and azygos continuation in the inferior vena cava: a case description,"Liu, H.",1 Apr 2023,https://pureportal.coventry.ac.uk/en/publications/leadless-pacemaker-implantation-and-azygos-continuation-in-the-in
310,Hospitalization Patient Forecasting Based on Multi–Task Deep Learning,"Liu, H.",1 Mar 2023,https://pureportal.coventry.ac.uk/en/publications/hospitalization-patient-forecasting-based-on-multitask-deep-learn
311,Efficacy assessment of superficial temporal artery-middle cerebral artery bypass surgery in treating moyamoya disease from a hemodynamic perspective: a pilot study using computational modeling and perfusion imaging,"Liu, H.",Mar 2023,https://pureportal.coventry.ac.uk/en/publications/efficacyassessment-of-superficial-temporal-artery-middle-cerebral
312,Effect of intracranial pressure on photoplethysmographic waveform in different cerebral perfusion territories: A computational study,"Liu, H.",16 Mar 2023,https://pureportal.coventry.ac.uk/en/publications/effect-of-intracranial-pressure-on-photoplethysmographic-waveform
313,Effect of Filtering on Pulse Wave Transit Time Measured by Photoplethysmography,"Liu, H.",3 Apr 2023,https://pureportal.coventry.ac.uk/en/publications/effect-of-filtering-on-pulse-wave-transit-time-measured-by-photop
314,Early diagnosis of coronary microvascular dysfunction by myocardial contrast stress echocardiography,"Liu, H.",21 Feb 2023,https://pureportal.coventry.ac.uk/en/publications/early-diagnosis-of-coronary-microvascular-dysfunction-by-myocardi
315,Cerebral Hemodynamics Underlying Artery-to-Artery Embolism in Symptomatic Intracranial Atherosclerotic Disease,"Liu, H.",10 Mar 2023,https://pureportal.coventry.ac.uk/en/publications/cerebral-hemodynamics-underlying-artery-to-artery-embolism-in-sym
316,A phantom study of a protective trolley for neonatal radiographic imaging: new equipment to protect the operator from scatter radiation,"Liu, H.",Feb 2023,https://pureportal.coventry.ac.uk/en/publications/a-phantom-study-of-a-protective-trolley-for-neonatal-radiographic
317,Needs of parents and carers of children and young people with mental health difficulties:  protocol for a systematic review,"Dahmash, D.",16 Feb 2023,https://pureportal.coventry.ac.uk/en/publications/needs-of-parents-and-carers-of-children-and-young-people-with-men
318,Behavior problems in relation to sustained selective attention skills of moderately preterm children.,"Bul, K.",Apr 2012,https://pureportal.coventry.ac.uk/en/publications/behavior-problems-in-relation-to-sustained-selective-attention-sk
319,ADHD is a risk factor for overweight and obesity in children.,"Bul, K.",Apr 2013,https://pureportal.coventry.ac.uk/en/publications/adhd-is-a-risk-factor-for-overweight-and-obesity-in-children
320,"Development and User Satisfaction of “Plan-It Commander,” a Serious Game for Children with ADHD","Bul, K.",28 Aug 2015,https://pureportal.coventry.ac.uk/en/publications/development-and-user-satisfaction-of-plan-it-commander-a-serious--2
321,Translating open data to educational minigames,"Dunwell, I.",24 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/translating-open-data-to-educational-minigames-2
322,PERGAMON: A serious game and digital coaching platform supporting patients and healthcare professionals: A serious game and digital coaching platform supporting patients and healthcare professionals,"Bul, K.",5 Oct 2016,https://pureportal.coventry.ac.uk/en/publications/pergamon-a-serious-game-and-digital-coaching-platform-supporting-
323,Let them play:  Experiences in the wild with a gamification and coaching system for young diabetes patients,"Bul, K.",23 May 2016,https://pureportal.coventry.ac.uk/en/publications/let-them-play-experiences-in-the-wild-with-a-gamification-and-coa
324,Behavioral Outcome Effects of Serious Gaming as an Adjunct to Treatment for Children With Attention-Deficit/Hyperactivity Disorder: A Randomized Controlled Trial,"Bul, K.",16 Feb 2016,https://pureportal.coventry.ac.uk/en/publications/behavioral-outcome-effects-of-serious-gaming-as-an-adjunct-to-tre-2
325,Promoting healthy adolescent lifestyles through serious games: Enacting a multidisciplinary approach,"Dunwell, I.",4 Mar 2017,https://pureportal.coventry.ac.uk/en/publications/promoting-healthy-adolescent-lifestyles-through-serious-games-ena
326,TTS conference - Using the Japanese KJ Ho method as a qualitative creative problem solving technique to address clinicians’ and young kidney transplant patients’ needs concerning treatment,"Bul, K.",3 Jul 2018,https://pureportal.coventry.ac.uk/en/publications/tts-conference-using-the-japanese-kj-ho-method-as-a-qualitative-c
327,Design and Evaluation of a Pervasive Coaching and Gamification Platform for Young Diabetes Patients,"Bul, K.",30 Jan 2018,https://pureportal.coventry.ac.uk/en/publications/design-and-evaluation-of-a-pervasive-coaching-and-gamification-pl
328,BTS conference - Using the Japanese KJ Ho method as a qualitative creative problem solving technique to address clinicians’ and young kidney transplant patients’ needs concerning treatment,"Bul, K.",16 Mar 2018,https://pureportal.coventry.ac.uk/en/publications/bts-conference-using-the-japanese-kj-ho-method-as-a-qualitative-c
329,A serious game for children with Attention Deficit Hyperactivity Disorder: Who benefits the most?,"Bul, K.",15 Mar 2018,https://pureportal.coventry.ac.uk/en/publications/a-serious-game-for-children-with-attention-deficit-hyperactivity-
330,Large expert-curated database for benchmarking document similarity detection in biomedical literature search,,29 Oct 2019,https://pureportal.coventry.ac.uk/en/publications/large-expert-curated-database-for-benchmarking-document-similarit
331,Board Games for Health: A Systematic Literature Review and Meta-Analysis,"Bul, K.",8 Apr 2019,https://pureportal.coventry.ac.uk/en/publications/board-games-for-health-a-systematic-literature-review-and-meta-an
332,From development to exploitation of digital health solutions: Lessons learnt through multidisciplinary research and consultancy,"Bul, K.",9 Dec 2020,https://pureportal.coventry.ac.uk/en/publications/from-development-to-exploitation-of-digital-health-solutions-less
333,A Mobile Phone Intervention to Improve Obesity-Related Health Behaviors of Adolescents Across Europe: Iterative Co-Design and Feasibility Study,"Bul, K.",2 Mar 2020,https://pureportal.coventry.ac.uk/en/publications/a-mobile-phone-intervention-to-improve-obesity-related-health-beh
334,"Wetenschap en praktijk: gids voor (aankomende) professionals in zorg, welzijn en sociaal werk","Bul, K.",13 Jan 2021,https://pureportal.coventry.ac.uk/en/publications/wetenschap-en-praktijk-gids-voor-aankomende-professionals-in-zorg
335,Naar de middelbare school als je ASS hebt,"Bul, K.",10 Sept 2021,https://pureportal.coventry.ac.uk/en/publications/naar-de-middelbare-school-als-je-ass-hebt
336,Usability and preliminary efficacy of an AI-driven platform supporting dietary management in diabetes: A mixed-method study,"Bul, K.",21 Nov 2022,https://pureportal.coventry.ac.uk/en/publications/usability-and-preliminary-efficacy-of-an-ai-driven-platform-suppo
337,Usability and preliminary efficacy of an AI-driven platform supporting dietary management in diabetes: A mixed-method study,"Bul, K.",16 Apr 2023,https://pureportal.coventry.ac.uk/en/publications/usability-and-preliminary-efficacy-of-an-ai-driven-platform-suppo-2
338,The role of anxiety and depression in suicidal thoughts for autistic and non‐autistic people: A theory‐driven network analysis,"Pelton, M.",12 Jun 2023,https://pureportal.coventry.ac.uk/en/publications/the-role-of-anxiety-and-depression-in-suicidal-thoughts-for-autis
339,The moderating role of Co-rumination on the Association between Friend Support and Adolescent emotional Distress,"Bul, K.",31 Jan 2023,https://pureportal.coventry.ac.uk/en/publications/the-moderating-role-of-co-rumination-on-the-association-between-f
340,Perceived Support from Best Friends and Depressive Symptoms During Adolescence: Disentangling Personal from Dyadic Level Effects:  Disentangling Individual from Dyadic Level Effects,"Bul, K.",Apr 2023,https://pureportal.coventry.ac.uk/en/publications/perceived-support-from-best-friends-and-depressive-symptoms-durin
341,Can eHealth applications improve renal transplant outcomes for adolescents and young adults?  A systematic review,"Bul, K.",10 May 2023,https://pureportal.coventry.ac.uk/en/publications/can-ehealth-applications-improve-renal-transplant-outcomes-for-ad
342,A Serious Game for Patients With Eating Disorders (Maze Out): Pilot User Experience and Acceptance Study,"Bul, K.",27 Jan 2023,https://pureportal.coventry.ac.uk/en/publications/a-serious-game-for-patients-with-eating-disorders-maze-out-pilot-
343,Challenges for vaccination in the elderly,"Aspinall, R.",11 Dec 2007,https://pureportal.coventry.ac.uk/en/publications/challenges-for-vaccination-in-the-elderly
344,"Zinc, metallothioneins, longevity: Effect of zinc supplementation on antioxidant response: A zincage study",,28 Apr 2008,https://pureportal.coventry.ac.uk/en/publications/zinc-metallothioneins-longevity-effect-of-zinc-supplementation-on
345,"Reversal of age-associated thymic atrophy: Treatments, delivery, and side effects","Aspinall, R.",Jul 2008,https://pureportal.coventry.ac.uk/en/publications/reversal-of-age-associated-thymic-atrophy-treatments-delivery-and
346,Interleukin-7 and immunorejuvenation,"Aspinall, R.",2009,https://pureportal.coventry.ac.uk/en/publications/interleukin-7-and-immunorejuvenation
347,Influenza control in the 21st century: Optimizing protection of older adults,"Aspinall, R.",13 Aug 2009,https://pureportal.coventry.ac.uk/en/publications/influenza-control-in-the-21st-century-optimizing-protection-of-ol
348,B-cell responses to vaccination at the extremes of age,"Aspinall, R.",1 Mar 2009,https://pureportal.coventry.ac.uk/en/publications/b-cell-responses-to-vaccination-at-the-extremes-of-age
349,Tracing thymic output in older individuals,"Aspinall, R.",Sept 2010,https://pureportal.coventry.ac.uk/en/publications/tracing-thymic-output-in-older-individuals
350,Influenza vaccine effectiveness in aged individuals: The role played by cell-mediated immunity,"Aspinall, R.",Sept 2010,https://pureportal.coventry.ac.uk/en/publications/influenza-vaccine-effectiveness-in-aged-individuals-the-role-play
351,Immunological pathogenesis of main age-related diseases and frailty: Role of immunosenescence,"Aspinall, R.",May 2010,https://pureportal.coventry.ac.uk/en/publications/immunological-pathogenesis-of-main-age-related-diseases-and-frail
352,Immunity in the Elderly: The Role of the Thymus,"Aspinall, R.",Jan 2010,https://pureportal.coventry.ac.uk/en/publications/immunity-in-the-elderly-the-role-of-the-thymus
353,Immune senescence,"Aspinall, R.",Aug 2010,https://pureportal.coventry.ac.uk/en/publications/immune-senescence
354,Vaccine effectiveness in older individuals: What has been learned from the influenza-vaccine experience,"Aspinall, R.",Jul 2011,https://pureportal.coventry.ac.uk/en/publications/vaccine-effectiveness-in-older-individuals-what-has-been-learned-
355,Thymic function and T cell parameters in a natural human experimental model of seasonal infectious diseases and nutritional burden,"Aspinall, R.",15 Jun 2011,https://pureportal.coventry.ac.uk/en/publications/thymic-function-and-t-cell-parameters-in-a-natural-human-experime
356,Real time-PCR assay estimating the naive T-cell pool in whole blood and dried blood spot samples: Pilot study in young adults,"Aspinall, R.",30 Jun 2011,https://pureportal.coventry.ac.uk/en/publications/real-time-pcr-assay-estimating-the-naive-t-cell-pool-in-whole-blo
357,Interleukin 7 from maternal milk crosses the intestinal barrier and modulates T-cell development in offspring,"Aspinall, R.",30 Jun 2011,https://pureportal.coventry.ac.uk/en/publications/interleukin-7-from-maternal-milk-crosses-the-intestinal-barrier-a
358,Immunosenescence: Implications for vaccination programmes in adults,"Aspinall, R.",Apr 2011,https://pureportal.coventry.ac.uk/en/publications/immunosenescence-implications-for-vaccination-programmes-in-adult
359,L'immunosénescence,"Aspinall, R.",Aug 2012,https://pureportal.coventry.ac.uk/en/publications/limmunos%C3%A9nescence
360,"Immunotherapy of immunosenesence; who, how and when?","Aspinall, R.",2012,https://pureportal.coventry.ac.uk/en/publications/immunotherapy-of-immunosenesence-who-how-and-when
361,"Immunosenescence and the 3Rs: Restoration, replacement and reprogramming immunosenescence and its correction","Aspinall, R.",1 Jan 2012,https://pureportal.coventry.ac.uk/en/publications/immunosenescence-and-the-3rs-restoration-replacement-and-reprogra
362,Immunosenescence and herd immunity: With an ever-increasing aging population do we need to rethink vaccine schedules?,"Aspinall, R.",Feb 2012,https://pureportal.coventry.ac.uk/en/publications/immunosenescence-and-herd-immunity-with-an-ever-increasing-aging-
363,Efficacité des vaccins antigrippes chez la personne âgée,"Aspinall, R.",Jun 2012,https://pureportal.coventry.ac.uk/en/publications/efficacit%C3%A9-des-vaccins-antigrippes-chez-la-personne-%C3%A2g%C3%A9e
364,Effectiveness of influenza vaccine in aging and older adults: Comprehensive analysis of the evidence,"Aspinall, R.",2012,https://pureportal.coventry.ac.uk/en/publications/effectiveness-of-influenza-vaccine-in-aging-and-older-adults-comp
365,Comparison of manual and automated DNA purification for measuring TREC in dried blood spot (DBS) samples with qPCR,"Aspinall, R.",31 Oct 2012,https://pureportal.coventry.ac.uk/en/publications/comparison-of-manual-and-automated-dna-purification-for-measuring
366,The avalanche is coming... and just now it's starting to snow,"Aspinall, R.",2013,https://pureportal.coventry.ac.uk/en/publications/the-avalanche-is-coming-and-just-now-its-starting-to-snow
367,Saurons-nous jamais ce qui provoque le vieillissement?,"Aspinall, R.",Dec 2013,https://pureportal.coventry.ac.uk/en/publications/saurons-nous-jamais-ce-qui-provoque-le-vieillissement
368,"Reversing T cell immunosenescence: Why, who, and how","Aspinall, R.",Jun 2013,https://pureportal.coventry.ac.uk/en/publications/reversing-t-cell-immunosenescence-why-who-and-how
369,Measuring the TREC ratio in dried blood spot samples: Intra- and inter-filter paper cards reproducibility,"Aspinall, R.",29 Mar 2013,https://pureportal.coventry.ac.uk/en/publications/measuring-the-trec-ratio-in-dried-blood-spot-samples-intra-and-in
370,Immune Senescence and Vaccination in the Elderly,"Aspinall, R.",1 Oct 2013,https://pureportal.coventry.ac.uk/en/publications/immune-senescence-and-vaccination-in-the-elderly
371,How important is vitamin D in preventing infections?,"Aspinall, R.",May 2013,https://pureportal.coventry.ac.uk/en/publications/how-important-is-vitamin-d-in-preventing-infections
372,Dose response kinetics of CD8 lymphocytes from young animals transfused into old animals and challenged with influenza,"Aspinall, R.",16 Aug 2013,https://pureportal.coventry.ac.uk/en/publications/dose-response-kinetics-of-cd8-lymphocytes-from-young-animals-tran
373,A Simple Model System Enabling Human CD34+ Cells to Undertake Differentiation Towards T Cells,"Aspinall, R.",23 Jul 2013,https://pureportal.coventry.ac.uk/en/publications/a-simple-model-system-enabling-human-cd34supsup-cells-to-undertak
374,A respiratory monitoring device based on clavicular motion,"Aspinall, R.",Aug 2013,https://pureportal.coventry.ac.uk/en/publications/a-respiratory-monitoring-device-based-on-clavicular-motion
375,Vaccine responsiveness in the elderly: Best practice for the clinic,"Aspinall, R.",2014,https://pureportal.coventry.ac.uk/en/publications/vaccine-responsiveness-in-the-elderly-best-practice-for-the-clini
376,Vaccination in the elderly: What can be recommended?,"Aspinall, R.",2014,https://pureportal.coventry.ac.uk/en/publications/vaccination-in-the-elderly-what-can-be-recommended
377,Protection versus pathology in aviremic and high viral load HIV-2 infection - The pivotal role of immune activation and T-cell kinetics,"Aspinall, R.",1 Sept 2014,https://pureportal.coventry.ac.uk/en/publications/protection-versus-pathology-in-aviremic-and-high-viral-load-hiv-2
378,Cellular signalling pathways in immune aging and regeneration,"Aspinall, R.",2014,https://pureportal.coventry.ac.uk/en/publications/cellular-signalling-pathways-in-immune-aging-and-regeneration
379,MARK-AGE biomarkers of ageing,"Aspinall, R.",1 Nov 2015,https://pureportal.coventry.ac.uk/en/publications/mark-age-biomarkers-of-ageing
380,Can we translate vitamin D immunomodulating effect on innate and adaptive immunity to vaccine response?,"Aspinall, R.",20 Mar 2015,https://pureportal.coventry.ac.uk/en/publications/can-we-translate-vitamin-d-immunomodulating-effect-on-innate-and-
